clique,tamanho,participantes
325,20,P001;P004;P007;P013;P015;P018;P030;P054;P070;P072;P086;P092;P094;P099;P103;P111;P116;P117;P131;P_TESTE
326,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
327,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
328,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
329,20,P001;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
330,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
331,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
332,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
333,20,P001;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
334,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
335,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
336,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
337,20,P001;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
338,20,P001;P015;P041;P044;P048;P056;P064;P071;P072;P080;P082;P087;P098;P103;P111;P116;P121;P126;P131;P_TESTE
339,20,P004;P007;P013;P015;P018;P025;P059;P066;P078;P081;P087;P092;P094;P098;P099;P106;P116;P117;P126;P_TESTE
340,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
341,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
342,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
343,20,P005;P013;P015;P020;P025;P041;P049;P055;P062;P071;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
344,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P103;P111;P116;P117;P122
345,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P080;P088;P091;P094;P099;P111;P116;P117;P122;P133
346,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P103;P111;P116;P117;P122
347,20,P005;P013;P015;P020;P025;P041;P049;P055;P071;P072;P081;P088;P091;P094;P099;P111;P116;P117;P122;P133
348,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
349,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
350,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P103;P111;P116;P117;P122
351,20,P005;P013;P015;P020;P025;P049;P055;P071;P072;P081;P086;P088;P091;P094;P099;P111;P116;P117;P122;P133
352,20,P005;P015;P025;P041;P043;P047;P049;P055;P056;P062;P071;P080;P088;P091;P094;P099;P116;P117;P122;P133
353,20,P005;P015;P025;P041;P043;P047;P049;P055;P056;P071;P072;P080;P088;P091;P094;P099;P116;P117;P122;P133
354,20,P015;P025;P041;P044;P048;P056;P064;P071;P072;P077;P080;P087;P098;P111;P116;P121;P124;P126;P131;P_TESTE
355,19,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P086;P094;P096;P101;P103;P111;P116;P126;P_TESTE
356,19,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P094;P096;P101;P103;P111;P116;P126;P134;P_TESTE
357,19,P001;P004;P007;P013;P015;P018;P022;P030;P052;P054;P070;P072;P092;P094;P098;P103;P111;P131;P_TESTE
358,19,P001;P008;P015;P022;P037;P041;P048;P056;P064;P071;P072;P087;P098;P111;P116;P121;P126;P131;P_TESTE
359,19,P001;P008;P015;P025;P048;P056;P058;P064;P071;P072;P077;P080;P098;P111;P116;P121;P126;P131;P_TESTE
360,19,P001;P015;P025;P044;P048;P056;P058;P064;P071;P072;P077;P080;P098;P111;P116;P121;P126;P131;P_TESTE
361,19,P005;P007;P013;P015;P025;P048;P049;P059;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126;P_TESTE
362,19,P005;P007;P013;P015;P025;P048;P049;P071;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126;P_TESTE
363,19,P005;P007;P013;P015;P025;P048;P059;P066;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126;P_TESTE
364,19,P005;P015;P020;P025;P040;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P100;P116;P122;P133
365,19,P005;P015;P020;P025;P040;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P100;P116;P122;P133
366,19,P005;P015;P020;P025;P041;P047;P049;P055;P062;P071;P080;P088;P091;P094;P099;P116;P117;P122;P133
367,19,P005;P015;P020;P025;P041;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P116;P117;P122;P133
368,19,P005;P015;P020;P025;P047;P049;P055;P071;P072;P080;P088;P091;P094;P099;P100;P116;P117;P122;P133
369,19,P005;P015;P020;P025;P049;P055;P071;P072;P080;P086;P088;P091;P094;P099;P100;P116;P117;P122;P133
370,19,P015;P025;P044;P048;P056;P058;P064;P071;P072;P077;P080;P098;P111;P116;P121;P124;P126;P131;P_TESTE
371,19,P015;P041;P044;P048;P056;P064;P071;P072;P080;P082;P087;P098;P111;P116;P121;P124;P126;P131;P_TESTE
372,18,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P086;P092;P094;P103;P111;P116;P126;P_TESTE
373,18,P001;P004;P007;P009;P013;P015;P018;P054;P059;P081;P092;P094;P098;P103;P111;P116;P126;P_TESTE
374,18,P001;P004;P007;P009;P013;P015;P018;P054;P081;P086;P092;P094;P103;P111;P116;P123;P126;P_TESTE
375,18,P001;P004;P007;P009;P013;P015;P018;P054;P081;P086;P094;P101;P103;P111;P116;P123;P126;P_TESTE
376,18,P001;P004;P007;P009;P013;P015;P018;P054;P081;P092;P094;P098;P103;P111;P116;P123;P126;P_TESTE
377,18,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P092;P094;P103;P111;P116;P126;P134;P_TESTE
378,18,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P092;P094;P105;P111;P116;P126;P134;P_TESTE
379,18,P001;P004;P007;P009;P015;P018;P054;P059;P081;P086;P094;P101;P105;P111;P116;P126;P134;P_TESTE
380,18,P001;P004;P007;P009;P015;P018;P054;P081;P086;P092;P094;P103;P111;P116;P123;P126;P134;P_TESTE
381,18,P001;P004;P007;P009;P015;P018;P054;P081;P086;P092;P094;P105;P111;P116;P123;P126;P134;P_TESTE
382,18,P001;P004;P007;P009;P015;P018;P054;P081;P086;P094;P101;P103;P111;P116;P123;P126;P134;P_TESTE
383,18,P001;P004;P007;P009;P015;P018;P054;P081;P086;P094;P101;P105;P111;P116;P123;P126;P134;P_TESTE
384,18,P001;P004;P007;P015;P018;P054;P059;P081;P086;P092;P094;P103;P111;P116;P117;P126;P134;P_TESTE
385,18,P005;P007;P013;P015;P036;P037;P048;P066;P072;P079;P081;P087;P088;P099;P106;P111;P126;P_TESTE
386,18,P005;P007;P013;P015;P036;P037;P048;P071;P072;P079;P081;P087;P088;P099;P106;P111;P126;P_TESTE
387,18,P005;P007;P013;P015;P037;P048;P066;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126;P_TESTE
388,18,P005;P007;P013;P015;P037;P048;P071;P072;P079;P081;P087;P088;P099;P106;P111;P116;P126;P_TESTE
389,17,P001;P004;P007;P015;P018;P054;P059;P081;P086;P092;P094;P099;P105;P111;P116;P126;P_TESTE
390,17,P001;P004;P015;P018;P022;P037;P048;P052;P064;P072;P087;P098;P103;P111;P126;P131;P_TESTE
391,17,P001;P007;P022;P028;P043;P048;P072;P081;P087;P088;P092;P116;P117;P121;P122;P131;P133
392,17,P002;P004;P007;P009;P013;P015;P018;P059;P081;P092;P094;P098;P103;P111;P116;P126;P_TESTE
393,17,P002;P004;P007;P009;P013;P015;P018;P081;P092;P094;P098;P103;P111;P116;P123;P126;P_TESTE
394,17,P005;P007;P015;P025;P031;P046;P087;P088;P092;P098;P099;P106;P111;P116;P126;P131;P_TESTE
395,17,P005;P007;P022;P028;P043;P048;P072;P081;P087;P088;P092;P116;P117;P121;P122;P131;P133
396,16,P001;P003;P004;P009;P015;P018;P054;P081;P086;P092;P105;P111;P123;P126;P134;P_TESTE
397,16,P001;P007;P008;P022;P028;P043;P048;P072;P087;P092;P116;P117;P121;P122;P131;P133
398,16,P005;P007;P008;P022;P028;P043;P048;P072;P087;P092;P116;P117;P121;P122;P131;P133
399,15,P002;P004;P007;P009;P015;P018;P059;P081;P092;P094;P105;P111;P116;P126;P_TESTE
400,15,P002;P004;P007;P009;P015;P018;P081;P092;P094;P105;P111;P116;P123;P126;P_TESTE
401,15,P002;P004;P007;P015;P018;P059;P081;P092;P094;P099;P105;P111;P116;P126;P_TESTE
402,15,P002;P005;P018;P041;P056;P072;P077;P088;P106;P111;P117;P126;P128;P131;P_TESTE
403,15,P005;P018;P041;P049;P056;P072;P077;P088;P106;P111;P117;P126;P128;P131;P_TESTE
404,14,P001;P003;P004;P015;P018;P054;P081;P086;P092;P099;P105;P111;P126;P_TESTE
405,14,P001;P003;P004;P015;P018;P054;P081;P086;P092;P099;P111;P117;P126;P_TESTE
406,14,P001;P003;P004;P015;P018;P054;P081;P086;P092;P111;P117;P126;P134;P_TESTE
407,14,P001;P007;P008;P013;P024;P043;P045;P056;P058;P077;P092;P104;P108;P111
408,14,P002;P004;P015;P018;P081;P084;P092;P094;P098;P099;P116;P117;P131;P_TESTE
409,14,P015;P025;P071;P072;P086;P088;P094;P099;P100;P109;P116;P117;P122;P133
410,14,P015;P040;P049;P055;P071;P072;P086;P088;P091;P094;P099;P100;P122;P135
411,13,P001;P007;P008;P013;P024;P043;P045;P053;P056;P058;P077;P092;P111
412,13,P001;P007;P008;P013;P024;P043;P045;P056;P077;P092;P104;P108;P115
413,13,P002;P003;P004;P009;P015;P018;P081;P092;P105;P111;P123;P126;P_TESTE
414,13,P002;P005;P007;P013;P015;P072;P081;P092;P093;P094;P098;P103;P116
415,13,P004;P005;P015;P025;P046;P051;P087;P092;P098;P099;P106;P126;P_TESTE
416,13,P004;P015;P018;P078;P081;P084;P092;P094;P098;P099;P116;P117;P_TESTE
417,13,P004;P015;P021;P025;P066;P078;P087;P098;P099;P106;P117;P126;P_TESTE
418,13,P005;P015;P025;P031;P046;P051;P087;P092;P098;P099;P106;P126;P_TESTE
419,12,P002;P003;P004;P015;P018;P081;P092;P099;P105;P111;P126;P_TESTE
420,12,P002;P003;P004;P015;P018;P081;P092;P099;P111;P117;P126;P_TESTE
421,12,P004;P015;P021;P025;P051;P078;P087;P098;P099;P106;P126;P_TESTE
422,12,P004;P015;P025;P051;P078;P087;P092;P098;P099;P106;P126;P_TESTE
423,12,P005;P007;P013;P015;P043;P072;P081;P092;P093;P094;P098;P116
424,12,P015;P025;P030;P072;P086;P088;P094;P099;P109;P116;P117;P133
425,12,P015;P049;P055;P071;P072;P077;P088;P091;P094;P099;P122;P135
426,11,P001;P003;P004;P009;P015;P018;P034;P081;P105;P126;P134
427,11,P002;P003;P004;P015;P018;P081;P084;P092;P099;P117;P_TESTE
428,11,P015;P030;P054;P070;P072;P086;P094;P099;P109;P116;P117
429,11,P015;P055;P080;P087;P091;P092;P094;P099;P102;P122;P133
430,11,P018;P048;P052;P064;P085;P087;P098;P103;P126;P131;P_TESTE
431,11,P018;P048;P052;P081;P085;P087;P098;P103;P126;P131;P_TESTE
432,11,P018;P048;P064;P077;P085;P087;P098;P103;P126;P131;P_TESTE
433,11,P018;P048;P077;P081;P085;P087;P098;P103;P126;P131;P_TESTE
434,10,P001;P003;P004;P015;P018;P034;P081;P099;P105;P126
435,10,P001;P003;P004;P015;P018;P034;P081;P099;P117;P126
436,10,P001;P003;P004;P015;P018;P034;P081;P117;P126;P134
437,10,P002;P003;P004;P009;P015;P018;P034;P081;P105;P126
438,10,P002;P003;P004;P015;P018;P034;P081;P084;P099;P117
439,10,P002;P003;P004;P015;P018;P034;P081;P099;P105;P126
440,10,P002;P003;P004;P015;P018;P034;P081;P099;P117;P126
441,10,P004;P009;P015;P018;P069;P081;P092;P105;P123;P134
442,10,P004;P013;P018;P022;P043;P060;P087;P092;P119;P133
443,10,P004;P015;P055;P087;P091;P092;P094;P099;P102;P133
444,10,P005;P025;P031;P046;P051;P092;P098;P099;P113;P126
445,10,P005;P025;P031;P046;P092;P098;P099;P113;P126;P131
446,10,P018;P048;P060;P064;P085;P087;P098;P126;P131;P_TESTE
447,10,P018;P048;P060;P081;P085;P087;P098;P126;P131;P_TESTE
448,9,P001;P007;P008;P013;P037;P056;P092;P104;P115
449,9,P004;P013;P022;P043;P055;P087;P092;P119;P133
450,9,P004;P015;P027;P087;P088;P099;P106;P126;P_TESTE
451,8,P001;P013;P018;P039;P101;P103;P116;P_TESTE
452,8,P002;P003;P004;P015;P034;P042;P084;P099
453,8,P002;P003;P004;P015;P034;P042;P099;P105
454,8,P002;P003;P004;P015;P042;P084;P099;P_TESTE
455,8,P002;P003;P004;P015;P042;P099;P105;P_TESTE
456,8,P002;P003;P004;P015;P042;P105;P123;P_TESTE
457,8,P029;P044;P077;P092;P121;P126;P133;P_TESTE
458,8,P029;P044;P092;P121;P126;P132;P133;P_TESTE
459,7,P004;P055;P087;P092;P102;P119;P133
460,6,P002;P012;P034;P042;P084;P099
461,6,P002;P012;P034;P081;P084;P099
462,6,P032;P040;P086;P097;P100;P135
463,6,P040;P049;P086;P097;P100;P135
464,6,P049;P091;P094;P099;P114;P122
465,5,P007;P037;P067;P104;P115
466,4,P002;P015;P042;P093
467,4,P013;P038;P066;P081
468,4,P016;P041;P053;P103
469,4,P032;P086;P100;P109
470,4,P112;P117;P126;P_TESTE
471,3,P006;P092;P117
472,2,P005;P014
473,2,P067;P114
474,2,P069;P073
475,2,P078;P130
476,2,P093;P118
